idProducto,idSucursal,Nombre,Descripcion,FechaLanzamiento,Estado,Disponible,PrecioVenta,Descuento
642,1,Gameboy,es una serie de videoconsolas portátiles alimentadas con pilas (a excepción del modelo SP y Micro) y comercializadas por Nintendo. La Gameboy es oficialmente la tercera consola más vendida del mundo. ,01/06/89,Nuevo,1,500,0
643,1,Gameboy,es una serie de videoconsolas portátiles alimentadas con pilas (a excepción del modelo SP y Micro) y comercializadas por Nintendo. La Gameboy es oficialmente la tercera consola más vendida del mundo. ,01/06/89,Nuevo,1,500,0
644,1,Gameboy,es una serie de videoconsolas portátiles alimentadas con pilas (a excepción del modelo SP y Micro) y comercializadas por Nintendo. La Gameboy es oficialmente la tercera consola más vendida del mundo. ,01/06/89,Nuevo,1,500,0
645,1,Gameboy,es una serie de videoconsolas portátiles alimentadas con pilas (a excepción del modelo SP y Micro) y comercializadas por Nintendo. La Gameboy es oficialmente la tercera consola más vendida del mundo. ,01/06/89,Nuevo,1,500,0
646,1,Gameboy,es una serie de videoconsolas portátiles alimentadas con pilas (a excepción del modelo SP y Micro) y comercializadas por Nintendo. La Gameboy es oficialmente la tercera consola más vendida del mundo. ,01/06/89,Nuevo,1,500,0
647,1,Gameboy,es una serie de videoconsolas portátiles alimentadas con pilas (a excepción del modelo SP y Micro) y comercializadas por Nintendo. La Gameboy es oficialmente la tercera consola más vendida del mundo. ,01/06/89,Nuevo,1,500,0
648,1,Gameboy,es una serie de videoconsolas portátiles alimentadas con pilas (a excepción del modelo SP y Micro) y comercializadas por Nintendo. La Gameboy es oficialmente la tercera consola más vendida del mundo. ,01/06/89,Nuevo,1,500,0
649,1,Gameboy,es una serie de videoconsolas portátiles alimentadas con pilas (a excepción del modelo SP y Micro) y comercializadas por Nintendo. La Gameboy es oficialmente la tercera consola más vendida del mundo. ,01/06/89,Nuevo,1,500,0
650,1,Gameboy,es una serie de videoconsolas portátiles alimentadas con pilas (a excepción del modelo SP y Micro) y comercializadas por Nintendo. La Gameboy es oficialmente la tercera consola más vendida del mundo. ,01/06/89,Nuevo,1,500,0
651,1,Gameboy,es una serie de videoconsolas portátiles alimentadas con pilas (a excepción del modelo SP y Micro) y comercializadas por Nintendo. La Gameboy es oficialmente la tercera consola más vendida del mundo. ,01/06/89,Nuevo,1,500,0
652,1,Gameboy,es una serie de videoconsolas portátiles alimentadas con pilas (a excepción del modelo SP y Micro) y comercializadas por Nintendo. La Gameboy es oficialmente la tercera consola más vendida del mundo. ,01/06/89,Nuevo,1,500,0
653,1,Gameboy,es una serie de videoconsolas portátiles alimentadas con pilas (a excepción del modelo SP y Micro) y comercializadas por Nintendo. La Gameboy es oficialmente la tercera consola más vendida del mundo. ,01/06/89,Nuevo,1,500,0
654,1,Gameboy,es una serie de videoconsolas portátiles alimentadas con pilas (a excepción del modelo SP y Micro) y comercializadas por Nintendo. La Gameboy es oficialmente la tercera consola más vendida del mundo. ,01/06/89,Nuevo,1,500,0
655,1,Gameboy,es una serie de videoconsolas portátiles alimentadas con pilas (a excepción del modelo SP y Micro) y comercializadas por Nintendo. La Gameboy es oficialmente la tercera consola más vendida del mundo. ,01/06/89,Nuevo,1,500,0
656,1,Gameboy,es una serie de videoconsolas portátiles alimentadas con pilas (a excepción del modelo SP y Micro) y comercializadas por Nintendo. La Gameboy es oficialmente la tercera consola más vendida del mundo. ,01/06/89,Nuevo,1,500,0
657,1,Gameboy,es una serie de videoconsolas portátiles alimentadas con pilas (a excepción del modelo SP y Micro) y comercializadas por Nintendo. La Gameboy es oficialmente la tercera consola más vendida del mundo. ,01/06/89,Nuevo,1,500,0
658,1,Gameboy,es una serie de videoconsolas portátiles alimentadas con pilas (a excepción del modelo SP y Micro) y comercializadas por Nintendo. La Gameboy es oficialmente la tercera consola más vendida del mundo. ,01/06/89,Nuevo,1,500,0
659,1,Gameboy,es una serie de videoconsolas portátiles alimentadas con pilas (a excepción del modelo SP y Micro) y comercializadas por Nintendo. La Gameboy es oficialmente la tercera consola más vendida del mundo. ,01/06/89,Nuevo,1,500,0
660,1,Gameboy,es una serie de videoconsolas portátiles alimentadas con pilas (a excepción del modelo SP y Micro) y comercializadas por Nintendo. La Gameboy es oficialmente la tercera consola más vendida del mundo. ,01/06/89,Nuevo,1,500,0
661,1,Gameboy,es una serie de videoconsolas portátiles alimentadas con pilas (a excepción del modelo SP y Micro) y comercializadas por Nintendo. La Gameboy es oficialmente la tercera consola más vendida del mundo. ,01/06/89,Nuevo,1,500,0
662,1,Gameboy,es una serie de videoconsolas portátiles alimentadas con pilas (a excepción del modelo SP y Micro) y comercializadas por Nintendo. La Gameboy es oficialmente la tercera consola más vendida del mundo. ,01/06/89,Nuevo,1,500,0
663,1,Gameboy,es una serie de videoconsolas portátiles alimentadas con pilas (a excepción del modelo SP y Micro) y comercializadas por Nintendo. La Gameboy es oficialmente la tercera consola más vendida del mundo. ,01/06/89,Nuevo,1,500,0
664,1,Gameboy,es una serie de videoconsolas portátiles alimentadas con pilas (a excepción del modelo SP y Micro) y comercializadas por Nintendo. La Gameboy es oficialmente la tercera consola más vendida del mundo. ,01/06/89,Nuevo,1,500,0
665,1,Gameboy,es una serie de videoconsolas portátiles alimentadas con pilas (a excepción del modelo SP y Micro) y comercializadas por Nintendo. La Gameboy es oficialmente la tercera consola más vendida del mundo. ,01/06/89,Nuevo,1,500,0
666,1,Gameboy,es una serie de videoconsolas portátiles alimentadas con pilas (a excepción del modelo SP y Micro) y comercializadas por Nintendo. La Gameboy es oficialmente la tercera consola más vendida del mundo. ,01/06/89,Nuevo,1,500,0
667,1,Gameboy,es una serie de videoconsolas portátiles alimentadas con pilas (a excepción del modelo SP y Micro) y comercializadas por Nintendo. La Gameboy es oficialmente la tercera consola más vendida del mundo. ,01/06/89,Nuevo,1,500,0
668,1,Gameboy,es una serie de videoconsolas portátiles alimentadas con pilas (a excepción del modelo SP y Micro) y comercializadas por Nintendo. La Gameboy es oficialmente la tercera consola más vendida del mundo. ,01/06/89,Nuevo,1,500,0
669,1,Gameboy,es una serie de videoconsolas portátiles alimentadas con pilas (a excepción del modelo SP y Micro) y comercializadas por Nintendo. La Gameboy es oficialmente la tercera consola más vendida del mundo. ,01/06/89,Nuevo,1,500,0
670,1,Gameboy,es una serie de videoconsolas portátiles alimentadas con pilas (a excepción del modelo SP y Micro) y comercializadas por Nintendo. La Gameboy es oficialmente la tercera consola más vendida del mundo. ,01/06/89,Nuevo,1,500,0
671,1,Gameboy,es una serie de videoconsolas portátiles alimentadas con pilas (a excepción del modelo SP y Micro) y comercializadas por Nintendo. La Gameboy es oficialmente la tercera consola más vendida del mundo. ,01/06/89,Nuevo,1,500,0
672,1,Gameboy,es una serie de videoconsolas portátiles alimentadas con pilas (a excepción del modelo SP y Micro) y comercializadas por Nintendo. La Gameboy es oficialmente la tercera consola más vendida del mundo. ,01/06/89,Nuevo,1,500,0
673,1,Gameboy,es una serie de videoconsolas portátiles alimentadas con pilas (a excepción del modelo SP y Micro) y comercializadas por Nintendo. La Gameboy es oficialmente la tercera consola más vendida del mundo. ,01/06/89,Nuevo,1,500,0
674,1,Gameboy,es una serie de videoconsolas portátiles alimentadas con pilas (a excepción del modelo SP y Micro) y comercializadas por Nintendo. La Gameboy es oficialmente la tercera consola más vendida del mundo. ,01/06/89,Nuevo,1,500,0
675,1,Gameboy,es una serie de videoconsolas portátiles alimentadas con pilas (a excepción del modelo SP y Micro) y comercializadas por Nintendo. La Gameboy es oficialmente la tercera consola más vendida del mundo. ,01/06/89,Nuevo,1,500,0
676,1,Gameboy,es una serie de videoconsolas portátiles alimentadas con pilas (a excepción del modelo SP y Micro) y comercializadas por Nintendo. La Gameboy es oficialmente la tercera consola más vendida del mundo. ,01/06/89,Nuevo,1,500,0
677,1,Gameboy,es una serie de videoconsolas portátiles alimentadas con pilas (a excepción del modelo SP y Micro) y comercializadas por Nintendo. La Gameboy es oficialmente la tercera consola más vendida del mundo. ,01/06/89,Nuevo,1,500,0
678,1,Gameboy,es una serie de videoconsolas portátiles alimentadas con pilas (a excepción del modelo SP y Micro) y comercializadas por Nintendo. La Gameboy es oficialmente la tercera consola más vendida del mundo. ,01/06/89,Nuevo,1,500,0
679,1,Gameboy,es una serie de videoconsolas portátiles alimentadas con pilas (a excepción del modelo SP y Micro) y comercializadas por Nintendo. La Gameboy es oficialmente la tercera consola más vendida del mundo. ,01/06/89,Nuevo,1,500,0
680,1,Gameboy,es una serie de videoconsolas portátiles alimentadas con pilas (a excepción del modelo SP y Micro) y comercializadas por Nintendo. La Gameboy es oficialmente la tercera consola más vendida del mundo. ,01/06/89,Nuevo,1,500,0
681,1,Gameboy,es una serie de videoconsolas portátiles alimentadas con pilas (a excepción del modelo SP y Micro) y comercializadas por Nintendo. La Gameboy es oficialmente la tercera consola más vendida del mundo. ,01/06/89,Nuevo,1,500,0
682,1,Gameboy,es una serie de videoconsolas portátiles alimentadas con pilas (a excepción del modelo SP y Micro) y comercializadas por Nintendo. La Gameboy es oficialmente la tercera consola más vendida del mundo. ,01/06/89,Nuevo,1,500,0
683,1,Gameboy,es una serie de videoconsolas portátiles alimentadas con pilas (a excepción del modelo SP y Micro) y comercializadas por Nintendo. La Gameboy es oficialmente la tercera consola más vendida del mundo. ,01/06/89,Nuevo,1,500,0
684,1,Gameboy,es una serie de videoconsolas portátiles alimentadas con pilas (a excepción del modelo SP y Micro) y comercializadas por Nintendo. La Gameboy es oficialmente la tercera consola más vendida del mundo. ,01/06/89,Nuevo,1,500,0
685,1,Gameboy,es una serie de videoconsolas portátiles alimentadas con pilas (a excepción del modelo SP y Micro) y comercializadas por Nintendo. La Gameboy es oficialmente la tercera consola más vendida del mundo. ,01/06/89,Nuevo,1,500,0
686,1,Gameboy,es una serie de videoconsolas portátiles alimentadas con pilas (a excepción del modelo SP y Micro) y comercializadas por Nintendo. La Gameboy es oficialmente la tercera consola más vendida del mundo. ,01/06/89,Nuevo,1,500,0
687,1,Gameboy,es una serie de videoconsolas portátiles alimentadas con pilas (a excepción del modelo SP y Micro) y comercializadas por Nintendo. La Gameboy es oficialmente la tercera consola más vendida del mundo. ,01/06/89,Nuevo,1,500,0
688,1,Gameboy,es una serie de videoconsolas portátiles alimentadas con pilas (a excepción del modelo SP y Micro) y comercializadas por Nintendo. La Gameboy es oficialmente la tercera consola más vendida del mundo. ,01/06/89,Nuevo,1,500,0
689,1,Gameboy,es una serie de videoconsolas portátiles alimentadas con pilas (a excepción del modelo SP y Micro) y comercializadas por Nintendo. La Gameboy es oficialmente la tercera consola más vendida del mundo. ,01/06/89,Nuevo,1,500,0
690,1,Gameboy,es una serie de videoconsolas portátiles alimentadas con pilas (a excepción del modelo SP y Micro) y comercializadas por Nintendo. La Gameboy es oficialmente la tercera consola más vendida del mundo. ,01/06/89,Nuevo,1,500,0
691,1,Gameboy,es una serie de videoconsolas portátiles alimentadas con pilas (a excepción del modelo SP y Micro) y comercializadas por Nintendo. La Gameboy es oficialmente la tercera consola más vendida del mundo. ,01/06/89,Nuevo,1,500,0
692,1,Gameboy,es una serie de videoconsolas portátiles alimentadas con pilas (a excepción del modelo SP y Micro) y comercializadas por Nintendo. La Gameboy es oficialmente la tercera consola más vendida del mundo. ,01/06/89,Nuevo,1,500,0
693,1,Gameboy,es una serie de videoconsolas portátiles alimentadas con pilas (a excepción del modelo SP y Micro) y comercializadas por Nintendo. La Gameboy es oficialmente la tercera consola más vendida del mundo. ,01/06/89,Nuevo,1,500,0
694,1,Gameboy,es una serie de videoconsolas portátiles alimentadas con pilas (a excepción del modelo SP y Micro) y comercializadas por Nintendo. La Gameboy es oficialmente la tercera consola más vendida del mundo. ,01/06/89,Nuevo,1,500,0
695,1,Gameboy,es una serie de videoconsolas portátiles alimentadas con pilas (a excepción del modelo SP y Micro) y comercializadas por Nintendo. La Gameboy es oficialmente la tercera consola más vendida del mundo. ,01/06/89,Nuevo,1,500,0
696,1,Gameboy,es una serie de videoconsolas portátiles alimentadas con pilas (a excepción del modelo SP y Micro) y comercializadas por Nintendo. La Gameboy es oficialmente la tercera consola más vendida del mundo. ,01/06/89,Nuevo,1,500,0
697,1,Gameboy,es una serie de videoconsolas portátiles alimentadas con pilas (a excepción del modelo SP y Micro) y comercializadas por Nintendo. La Gameboy es oficialmente la tercera consola más vendida del mundo. ,01/06/89,Nuevo,1,500,0
698,1,Gameboy,es una serie de videoconsolas portátiles alimentadas con pilas (a excepción del modelo SP y Micro) y comercializadas por Nintendo. La Gameboy es oficialmente la tercera consola más vendida del mundo. ,01/06/89,Nuevo,1,500,0
699,1,Gameboy,es una serie de videoconsolas portátiles alimentadas con pilas (a excepción del modelo SP y Micro) y comercializadas por Nintendo. La Gameboy es oficialmente la tercera consola más vendida del mundo. ,01/06/89,Nuevo,1,500,0
700,1,Gameboy,es una serie de videoconsolas portátiles alimentadas con pilas (a excepción del modelo SP y Micro) y comercializadas por Nintendo. La Gameboy es oficialmente la tercera consola más vendida del mundo. ,01/06/89,Nuevo,1,500,0
701,1,Gameboy Advance,"La Game Boy Advance (conocida en Japón como ___________; G_mu B_i Adobansu), abreviada como GBA, es una popular consola de videojuegos de la compañía Nintendo, fabricada desde marzo de 2001 hasta 2008.",01/01/01,Nuevo,1,700,0
702,1,Gameboy Advance,"La Game Boy Advance (conocida en Japón como ___________; G_mu B_i Adobansu), abreviada como GBA, es una popular consola de videojuegos de la compañía Nintendo, fabricada desde marzo de 2001 hasta 2008.",01/01/01,Nuevo,1,700,0
703,1,Gameboy Advance,"La Game Boy Advance (conocida en Japón como ___________; G_mu B_i Adobansu), abreviada como GBA, es una popular consola de videojuegos de la compañía Nintendo, fabricada desde marzo de 2001 hasta 2008.",01/01/01,Nuevo,1,700,0
704,1,Gameboy Advance,"La Game Boy Advance (conocida en Japón como ___________; G_mu B_i Adobansu), abreviada como GBA, es una popular consola de videojuegos de la compañía Nintendo, fabricada desde marzo de 2001 hasta 2008.",01/01/01,Nuevo,1,700,0
705,1,Gameboy Advance,"La Game Boy Advance (conocida en Japón como ___________; G_mu B_i Adobansu), abreviada como GBA, es una popular consola de videojuegos de la compañía Nintendo, fabricada desde marzo de 2001 hasta 2008.",01/01/01,Nuevo,1,700,0
706,1,Gameboy Advance,"La Game Boy Advance (conocida en Japón como ___________; G_mu B_i Adobansu), abreviada como GBA, es una popular consola de videojuegos de la compañía Nintendo, fabricada desde marzo de 2001 hasta 2008.",01/01/01,Nuevo,1,700,0
707,1,Gameboy Advance,"La Game Boy Advance (conocida en Japón como ___________; G_mu B_i Adobansu), abreviada como GBA, es una popular consola de videojuegos de la compañía Nintendo, fabricada desde marzo de 2001 hasta 2008.",01/01/01,Nuevo,1,700,0
708,1,Gameboy Advance,"La Game Boy Advance (conocida en Japón como ___________; G_mu B_i Adobansu), abreviada como GBA, es una popular consola de videojuegos de la compañía Nintendo, fabricada desde marzo de 2001 hasta 2008.",01/01/01,Nuevo,1,700,0
709,1,Gameboy Advance,"La Game Boy Advance (conocida en Japón como ___________; G_mu B_i Adobansu), abreviada como GBA, es una popular consola de videojuegos de la compañía Nintendo, fabricada desde marzo de 2001 hasta 2008.",01/01/01,Nuevo,1,700,0
710,1,Gameboy Advance,"La Game Boy Advance (conocida en Japón como ___________; G_mu B_i Adobansu), abreviada como GBA, es una popular consola de videojuegos de la compañía Nintendo, fabricada desde marzo de 2001 hasta 2008.",01/01/01,Nuevo,1,700,0
711,1,Gameboy Advance,"La Game Boy Advance (conocida en Japón como ___________; G_mu B_i Adobansu), abreviada como GBA, es una popular consola de videojuegos de la compañía Nintendo, fabricada desde marzo de 2001 hasta 2008.",01/01/01,Nuevo,1,700,0
712,1,Gameboy Advance,"La Game Boy Advance (conocida en Japón como ___________; G_mu B_i Adobansu), abreviada como GBA, es una popular consola de videojuegos de la compañía Nintendo, fabricada desde marzo de 2001 hasta 2008.",01/01/01,Nuevo,1,700,0
713,1,Gameboy Advance,"La Game Boy Advance (conocida en Japón como ___________; G_mu B_i Adobansu), abreviada como GBA, es una popular consola de videojuegos de la compañía Nintendo, fabricada desde marzo de 2001 hasta 2008.",01/01/01,Nuevo,1,700,0
714,1,Gameboy Advance,"La Game Boy Advance (conocida en Japón como ___________; G_mu B_i Adobansu), abreviada como GBA, es una popular consola de videojuegos de la compañía Nintendo, fabricada desde marzo de 2001 hasta 2008.",01/01/01,Nuevo,1,700,0
715,1,Gameboy Advance,"La Game Boy Advance (conocida en Japón como ___________; G_mu B_i Adobansu), abreviada como GBA, es una popular consola de videojuegos de la compañía Nintendo, fabricada desde marzo de 2001 hasta 2008.",01/01/01,Nuevo,1,700,0
716,1,Gameboy Advance,"La Game Boy Advance (conocida en Japón como ___________; G_mu B_i Adobansu), abreviada como GBA, es una popular consola de videojuegos de la compañía Nintendo, fabricada desde marzo de 2001 hasta 2008.",01/01/01,Nuevo,1,700,0
717,1,Gameboy Advance,"La Game Boy Advance (conocida en Japón como ___________; G_mu B_i Adobansu), abreviada como GBA, es una popular consola de videojuegos de la compañía Nintendo, fabricada desde marzo de 2001 hasta 2008.",01/01/01,Nuevo,1,700,0
718,1,Gameboy Advance,"La Game Boy Advance (conocida en Japón como ___________; G_mu B_i Adobansu), abreviada como GBA, es una popular consola de videojuegos de la compañía Nintendo, fabricada desde marzo de 2001 hasta 2008.",01/01/01,Nuevo,1,700,0
719,1,Gameboy Advance,"La Game Boy Advance (conocida en Japón como ___________; G_mu B_i Adobansu), abreviada como GBA, es una popular consola de videojuegos de la compañía Nintendo, fabricada desde marzo de 2001 hasta 2008.",01/01/01,Nuevo,1,700,0
720,1,Gameboy Advance,"La Game Boy Advance (conocida en Japón como ___________; G_mu B_i Adobansu), abreviada como GBA, es una popular consola de videojuegos de la compañía Nintendo, fabricada desde marzo de 2001 hasta 2008.",01/01/01,Nuevo,1,700,0
721,1,Gameboy Advance,"La Game Boy Advance (conocida en Japón como ___________; G_mu B_i Adobansu), abreviada como GBA, es una popular consola de videojuegos de la compañía Nintendo, fabricada desde marzo de 2001 hasta 2008.",01/01/01,Nuevo,1,700,0
722,1,Gameboy Advance,"La Game Boy Advance (conocida en Japón como ___________; G_mu B_i Adobansu), abreviada como GBA, es una popular consola de videojuegos de la compañía Nintendo, fabricada desde marzo de 2001 hasta 2008.",01/01/01,Nuevo,1,700,0
723,1,Gameboy Advance,"La Game Boy Advance (conocida en Japón como ___________; G_mu B_i Adobansu), abreviada como GBA, es una popular consola de videojuegos de la compañía Nintendo, fabricada desde marzo de 2001 hasta 2008.",01/01/01,Nuevo,1,700,0
724,1,Gameboy Advance,"La Game Boy Advance (conocida en Japón como ___________; G_mu B_i Adobansu), abreviada como GBA, es una popular consola de videojuegos de la compañía Nintendo, fabricada desde marzo de 2001 hasta 2008.",01/01/01,Nuevo,1,700,0
725,1,Gameboy Advance,"La Game Boy Advance (conocida en Japón como ___________; G_mu B_i Adobansu), abreviada como GBA, es una popular consola de videojuegos de la compañía Nintendo, fabricada desde marzo de 2001 hasta 2008.",01/01/01,Nuevo,1,700,0
726,1,Gameboy Advance,"La Game Boy Advance (conocida en Japón como ___________; G_mu B_i Adobansu), abreviada como GBA, es una popular consola de videojuegos de la compañía Nintendo, fabricada desde marzo de 2001 hasta 2008.",01/01/01,Nuevo,1,700,0
727,1,Gameboy Advance,"La Game Boy Advance (conocida en Japón como ___________; G_mu B_i Adobansu), abreviada como GBA, es una popular consola de videojuegos de la compañía Nintendo, fabricada desde marzo de 2001 hasta 2008.",01/01/01,Nuevo,1,700,0
728,1,Gameboy Advance,"La Game Boy Advance (conocida en Japón como ___________; G_mu B_i Adobansu), abreviada como GBA, es una popular consola de videojuegos de la compañía Nintendo, fabricada desde marzo de 2001 hasta 2008.",01/01/01,Nuevo,1,700,0
729,1,Gameboy Advance,"La Game Boy Advance (conocida en Japón como ___________; G_mu B_i Adobansu), abreviada como GBA, es una popular consola de videojuegos de la compañía Nintendo, fabricada desde marzo de 2001 hasta 2008.",01/01/01,Nuevo,1,700,0
730,1,Gameboy Advance,"La Game Boy Advance (conocida en Japón como ___________; G_mu B_i Adobansu), abreviada como GBA, es una popular consola de videojuegos de la compañía Nintendo, fabricada desde marzo de 2001 hasta 2008.",01/01/01,Nuevo,1,700,0
731,1,Gameboy Advance,"La Game Boy Advance (conocida en Japón como ___________; G_mu B_i Adobansu), abreviada como GBA, es una popular consola de videojuegos de la compañía Nintendo, fabricada desde marzo de 2001 hasta 2008.",01/01/01,Nuevo,1,700,0
732,1,Gameboy Advance,"La Game Boy Advance (conocida en Japón como ___________; G_mu B_i Adobansu), abreviada como GBA, es una popular consola de videojuegos de la compañía Nintendo, fabricada desde marzo de 2001 hasta 2008.",01/01/01,Nuevo,1,700,0
733,1,Gameboy Advance,"La Game Boy Advance (conocida en Japón como ___________; G_mu B_i Adobansu), abreviada como GBA, es una popular consola de videojuegos de la compañía Nintendo, fabricada desde marzo de 2001 hasta 2008.",01/01/01,Nuevo,1,700,0
734,1,Gameboy Advance,"La Game Boy Advance (conocida en Japón como ___________; G_mu B_i Adobansu), abreviada como GBA, es una popular consola de videojuegos de la compañía Nintendo, fabricada desde marzo de 2001 hasta 2008.",01/01/01,Nuevo,1,700,0
735,1,Gameboy Advance,"La Game Boy Advance (conocida en Japón como ___________; G_mu B_i Adobansu), abreviada como GBA, es una popular consola de videojuegos de la compañía Nintendo, fabricada desde marzo de 2001 hasta 2008.",01/01/01,Nuevo,1,700,0
736,1,Gameboy Advance,"La Game Boy Advance (conocida en Japón como ___________; G_mu B_i Adobansu), abreviada como GBA, es una popular consola de videojuegos de la compañía Nintendo, fabricada desde marzo de 2001 hasta 2008.",01/01/01,Nuevo,1,700,0
737,1,Gameboy Advance,"La Game Boy Advance (conocida en Japón como ___________; G_mu B_i Adobansu), abreviada como GBA, es una popular consola de videojuegos de la compañía Nintendo, fabricada desde marzo de 2001 hasta 2008.",01/01/01,Nuevo,1,700,0
738,1,Gameboy Advance,"La Game Boy Advance (conocida en Japón como ___________; G_mu B_i Adobansu), abreviada como GBA, es una popular consola de videojuegos de la compañía Nintendo, fabricada desde marzo de 2001 hasta 2008.",01/01/01,Nuevo,1,700,0
739,1,Gameboy Advance,"La Game Boy Advance (conocida en Japón como ___________; G_mu B_i Adobansu), abreviada como GBA, es una popular consola de videojuegos de la compañía Nintendo, fabricada desde marzo de 2001 hasta 2008.",01/01/01,Nuevo,1,700,0
740,1,Gameboy Advance,"La Game Boy Advance (conocida en Japón como ___________; G_mu B_i Adobansu), abreviada como GBA, es una popular consola de videojuegos de la compañía Nintendo, fabricada desde marzo de 2001 hasta 2008.",01/01/01,Nuevo,1,700,0
741,1,Gameboy Advance,"La Game Boy Advance (conocida en Japón como ___________; G_mu B_i Adobansu), abreviada como GBA, es una popular consola de videojuegos de la compañía Nintendo, fabricada desde marzo de 2001 hasta 2008.",01/01/01,Nuevo,1,700,0
742,1,Gameboy Advance,"La Game Boy Advance (conocida en Japón como ___________; G_mu B_i Adobansu), abreviada como GBA, es una popular consola de videojuegos de la compañía Nintendo, fabricada desde marzo de 2001 hasta 2008.",01/01/01,Nuevo,1,700,0
743,1,Gameboy Advance,"La Game Boy Advance (conocida en Japón como ___________; G_mu B_i Adobansu), abreviada como GBA, es una popular consola de videojuegos de la compañía Nintendo, fabricada desde marzo de 2001 hasta 2008.",01/01/01,Nuevo,1,700,0
744,1,Gameboy Advance,"La Game Boy Advance (conocida en Japón como ___________; G_mu B_i Adobansu), abreviada como GBA, es una popular consola de videojuegos de la compañía Nintendo, fabricada desde marzo de 2001 hasta 2008.",01/01/01,Nuevo,1,700,0
745,1,Gameboy Advance,"La Game Boy Advance (conocida en Japón como ___________; G_mu B_i Adobansu), abreviada como GBA, es una popular consola de videojuegos de la compañía Nintendo, fabricada desde marzo de 2001 hasta 2008.",01/01/01,Nuevo,1,700,0
746,1,Gameboy Advance,"La Game Boy Advance (conocida en Japón como ___________; G_mu B_i Adobansu), abreviada como GBA, es una popular consola de videojuegos de la compañía Nintendo, fabricada desde marzo de 2001 hasta 2008.",01/01/01,Nuevo,1,700,0
747,1,Gameboy Advance,"La Game Boy Advance (conocida en Japón como ___________; G_mu B_i Adobansu), abreviada como GBA, es una popular consola de videojuegos de la compañía Nintendo, fabricada desde marzo de 2001 hasta 2008.",01/01/01,Nuevo,1,700,0
748,1,Gameboy Advance,"La Game Boy Advance (conocida en Japón como ___________; G_mu B_i Adobansu), abreviada como GBA, es una popular consola de videojuegos de la compañía Nintendo, fabricada desde marzo de 2001 hasta 2008.",01/01/01,Nuevo,1,700,0
749,1,Gameboy Advance,"La Game Boy Advance (conocida en Japón como ___________; G_mu B_i Adobansu), abreviada como GBA, es una popular consola de videojuegos de la compañía Nintendo, fabricada desde marzo de 2001 hasta 2008.",01/01/01,Nuevo,1,700,0
750,1,Gameboy Advance,"La Game Boy Advance (conocida en Japón como ___________; G_mu B_i Adobansu), abreviada como GBA, es una popular consola de videojuegos de la compañía Nintendo, fabricada desde marzo de 2001 hasta 2008.",01/01/01,Nuevo,1,700,0
751,1,Gameboy Advance,"La Game Boy Advance (conocida en Japón como ___________; G_mu B_i Adobansu), abreviada como GBA, es una popular consola de videojuegos de la compañía Nintendo, fabricada desde marzo de 2001 hasta 2008.",01/01/01,Nuevo,1,700,0
752,1,Gameboy Advance,"La Game Boy Advance (conocida en Japón como ___________; G_mu B_i Adobansu), abreviada como GBA, es una popular consola de videojuegos de la compañía Nintendo, fabricada desde marzo de 2001 hasta 2008.",01/01/01,Nuevo,1,700,0
753,1,Gameboy Advance,"La Game Boy Advance (conocida en Japón como ___________; G_mu B_i Adobansu), abreviada como GBA, es una popular consola de videojuegos de la compañía Nintendo, fabricada desde marzo de 2001 hasta 2008.",01/01/01,Nuevo,1,700,0
754,1,Gameboy Advance,"La Game Boy Advance (conocida en Japón como ___________; G_mu B_i Adobansu), abreviada como GBA, es una popular consola de videojuegos de la compañía Nintendo, fabricada desde marzo de 2001 hasta 2008.",01/01/01,Nuevo,1,700,0
755,1,Gameboy Advance,"La Game Boy Advance (conocida en Japón como ___________; G_mu B_i Adobansu), abreviada como GBA, es una popular consola de videojuegos de la compañía Nintendo, fabricada desde marzo de 2001 hasta 2008.",01/01/01,Nuevo,1,700,0
756,1,Gameboy Advance,"La Game Boy Advance (conocida en Japón como ___________; G_mu B_i Adobansu), abreviada como GBA, es una popular consola de videojuegos de la compañía Nintendo, fabricada desde marzo de 2001 hasta 2008.",01/01/01,Nuevo,1,700,0
757,1,Gameboy Advance,"La Game Boy Advance (conocida en Japón como ___________; G_mu B_i Adobansu), abreviada como GBA, es una popular consola de videojuegos de la compañía Nintendo, fabricada desde marzo de 2001 hasta 2008.",01/01/01,Nuevo,1,700,0
758,1,Gameboy Advance,"La Game Boy Advance (conocida en Japón como ___________; G_mu B_i Adobansu), abreviada como GBA, es una popular consola de videojuegos de la compañía Nintendo, fabricada desde marzo de 2001 hasta 2008.",01/01/01,Nuevo,1,700,0
759,1,Gameboy Advance,"La Game Boy Advance (conocida en Japón como ___________; G_mu B_i Adobansu), abreviada como GBA, es una popular consola de videojuegos de la compañía Nintendo, fabricada desde marzo de 2001 hasta 2008.",01/01/01,Nuevo,1,700,0
760,1,Gameboy Advance,"La Game Boy Advance (conocida en Japón como ___________; G_mu B_i Adobansu), abreviada como GBA, es una popular consola de videojuegos de la compañía Nintendo, fabricada desde marzo de 2001 hasta 2008.",01/01/01,Nuevo,1,700,0
761,1,Gameboy Advance,"La Game Boy Advance (conocida en Japón como ___________; G_mu B_i Adobansu), abreviada como GBA, es una popular consola de videojuegos de la compañía Nintendo, fabricada desde marzo de 2001 hasta 2008.",01/01/01,Nuevo,1,700,0
